"","date","species","mantle_length_mm","weight_g"
"1377",2023-10-06,"ILLEX",135,48
"1378",2023-10-06,"ILLEX",120,38
"1379",2023-10-06,"ILLEX",130,48
"1380",2023-10-06,"ILLEX",132,44
"1381",2023-10-06,"ILLEX",125,36
"1382",2023-10-06,"ILLEX",146,62
"1383",2023-10-06,"ILLEX",132,42
"1384",2023-10-06,"ILLEX",129,34
"1385",2023-10-06,"ILLEX",123,38
"1386",2023-10-06,"ILLEX",135,56
"1387",2023-10-06,"ILLEX",150,70
"1388",2023-10-06,"ILLEX",114,32
"1389",2023-10-06,"ILLEX",140,52
"1390",2023-10-06,"ILLEX",128,38
"1391",2023-10-06,"ILLEX",135,48
"1392",2023-10-06,"ILLEX",176,94
"1393",2023-10-06,"ILLEX",135,46
"1394",2023-10-06,"ILLEX",143,50
"1395",2023-10-06,"ILLEX",139,46
"1396",2023-10-06,"ILLEX",131,50
"1397",2023-10-06,"ILLEX",144,58
"1398",2023-10-06,"ILLEX",133,40
"1399",2023-10-06,"ILLEX",129,40
"1400",2023-10-06,"ILLEX",143,56
"1401",2023-10-06,"ILLEX",132,44
"1402",2023-10-06,"ILLEX",127,40
"1403",2023-10-06,"ILLEX",139,48
"1404",2023-10-06,"ILLEX",130,38
"1405",2023-10-06,"ILLEX",140,48
"1406",2023-10-06,"ILLEX",151,2
"1407",2023-10-06,"ILLEX",144,68
"1408",2023-10-06,"ILLEX",126,38
"1409",2023-10-06,"ILLEX",133,46
"1410",2023-10-06,"ILLEX",120,36
"1411",2023-10-06,"ILLEX",133,42
"1412",2023-10-06,"ILLEX",141,52
"1413",2023-10-06,"ILLEX",134,40
"1414",2023-10-06,"ILLEX",131,42
"1415",2023-10-06,"ILLEX",131,40
"1416",2023-10-06,"ILLEX",135,48
"1417",2023-10-06,"ILLEX",133,50
"1418",2023-10-06,"ILLEX",134,48
"1419",2023-10-06,"ILLEX",137,48
"1420",2023-10-06,"ILLEX",126,34
"1421",2023-10-06,"ILLEX",132,40
"1422",2023-10-06,"ILLEX",122,32
"1423",2023-10-06,"ILLEX",129,44
"1424",2023-10-06,"ILLEX",112,26
"1425",2023-10-06,"ILLEX",146,48
"1426",2023-10-06,"LOLIGO",103,32
"1427",2023-10-06,"LOLIGO",82,22
"1428",2023-10-06,"LOLIGO",91,26
"1429",2023-10-06,"LOLIGO",125,58
"1430",2023-10-06,"LOLIGO",94,32
"1431",2023-10-06,"LOLIGO",83,20
"1432",2023-10-06,"LOLIGO",129,46
"1433",2023-10-06,"LOLIGO",87,24
"1434",2023-10-06,"LOLIGO",114,40
"1435",2023-10-06,"LOLIGO",99,32
"1436",2023-10-06,"LOLIGO",89,26
"1437",2023-10-06,"LOLIGO",118,44
"1438",2023-10-06,"LOLIGO",120,46
"1439",2023-10-06,"LOLIGO",130,50
"1440",2023-10-06,"LOLIGO",137,60
"1441",2023-10-06,"LOLIGO",99,28
"1442",2023-10-06,"LOLIGO",122,48
"1443",2023-10-06,"LOLIGO",98,28
"1444",2023-10-06,"LOLIGO",86,18
"1445",2023-10-06,"LOLIGO",58,8
"1446",2023-10-06,"LOLIGO",99,34
"1447",2023-10-06,"LOLIGO",88,18
"1448",2023-10-06,"LOLIGO",92,26
"1449",2023-10-06,"LOLIGO",117,40
"1450",2023-10-06,"LOLIGO",101,32
"1451",2023-10-06,"LOLIGO",90,26
"1452",2023-10-06,"LOLIGO",115,40
"1453",2023-10-06,"LOLIGO",84,20
"1454",2023-10-06,"LOLIGO",98,30
"1455",2023-10-06,"LOLIGO",92,26
"1456",2023-10-06,"LOLIGO",101,36
"1457",2023-10-06,"LOLIGO",110,36
